Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link,ID
Woman Hollering Creek,And Other Stories,"A collection of stories by Sandra Cisneros, the winner of the 2018 PEN/Nabokov Award for Achievement in International Literature. The lovingly drawn characters of these stories give voice to the vibrant and varied life on both sides of the Mexican border with tales of pure discovery, filled with moments of infinite and intimate wisdom.",https://cdn.vocabulary.com/units/oprpehsw/cover.jpeg?width=220&v=16d1dca0b63,https://www.amazon.com/dp/0679738568?tag=vocabulary01-20,Sandra Cisneros,Literature,/lists/oprpehsw/woman-hollering-creek,1082
Maizy Chen's Last Chance,,"After her grandfather becomes sick, eleven-year-old Maizy moves from Los Angeles to Last Chance, Minnesota, where she struggles to fit in as her family's Chinese restaurant is targeted with racist attacks.",https://cdn.vocabulary.com/units/opzul2f2/cover.png?width=220&v=1848d0a172f,https://www.amazon.com/dp/1984830252?tag=vocabulary01-20,Lisa Yee,Literature,/lists/opzul2f2/maizy-chens-last-chance,1083
Watership Down,A Novel,"In this classic novel, a group of rabbits makes a perilous journey to find a new home.",https://cdn.vocabulary.com/units/oq6vk4ei/cover.jpeg?width=220&v=16c25505808,https://www.amazon.com/dp/0743277708?tag=vocabulary01-20,Richard Adams,Grade 7,/lists/oq6vk4ei/watership-down,1084
The Canterville Ghost,,"In this ghost story, the skeptical and coolheaded Otis family moves into a haunted house.",https://cdn.vocabulary.com/units/oqyh4ux3/cover.jpeg?width=220&v=177253eb705,https://www.amazon.com/dp/0486419258?tag=vocabulary01-20,Oscar Wilde,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/oqyh4ux3/canterville-ghost,1085
All American Boys,,"This novel by Jason Reynolds and Brendan Kiely tells the story of Rashad and Quinn, two teenagers whose lives are changed after an incident of police brutality divides their community.",https://cdn.vocabulary.com/units/ordht2o3/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B00YNIIR3C?tag=vocabulary01-20,Jason Reynolds,"Literature,Non-Fiction",/lists/ordht2o3/all-american-boys,1086
Metamorphoses,,"Ovid's Metamorphoses features myths and stories of change, mutation, and transformation. Learn these words from the translation by John Dryden here.",https://cdn.vocabulary.com/units/othtsg4f/cover.jpeg?width=220&v=16c24f9eec5,https://www.amazon.com/dp/014044789X?tag=vocabulary01-20,Ovid,"Grade 9,Grade 10,Grade 11,Literature",/lists/othtsg4f/metamorphoses,1087
Harriet Tubman,The Moses of Her People,"This biography, published in the late 19th century, recounts the life of the famous conductor on the Underground Railroad. Read the full text here.",https://cdn.vocabulary.com/units/oto7zwdk/cover.jpg?width=220&v=17a9bc0a714,https://www.amazon.com/dp/0486438589?tag=vocabulary01-20,Sarah Bradford,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/oto7zwdk/harriet-tubman,1088
High School Geometry,,"If you feel obtuse when it comes to angles, review this collection of geometry terms. You'll learn about planes, polygons, perimeter, and more. It's as easy as pi!",https://cdn.vocabulary.com/units/otvd33re/feature.png?width=500&v=1825ede50d5,,,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/otvd33re/high-school-geometry,1089
A World of Words,Celebrate Geography Awareness Week with Essential Vocabulary,"You don’t need a compass to find the most comprehensive collection of vocabulary lists for Geography Awareness Week — we’ve got it right here! From archipelago to zenith, this collection is your map to geography success.",https://cdn.vocabulary.com/units/ov4p2j6y/feature.png?width=500&v=193405274ce,,,Just for Fun,/lists/ov4p2j6y/world-of-words,1090
Lawn Boy,,"After receiving an old lawnmower on his 12th birthday, the unnamed narrator recounts the adventurous summer he spent mowing his neighbors' lawns and becoming a young entrepreneur.",https://cdn.vocabulary.com/units/ovtziqzg/cover.jpeg?width=220&v=17f66201a80,https://www.amazon.com/dp/0553494651?tag=vocabulary01-20,Gary Paulsen,Literature,/lists/ovtziqzg/lawn-boy,1091
Me (Moth),,"In this novel in verse, two teens take a road trip in order to learn about their pasts and find ways to move forward.",https://cdn.vocabulary.com/units/owxvhhmf/cover.jpeg?width=220&v=17c7a3e6644,https://www.amazon.com/dp/1250780365?tag=vocabulary01-20,Amber McBride,Literature,/lists/owxvhhmf/me-moth,1092
"Forever, or a Long, Long Time",,Fourth-grader Flora and her younger brother Julian believe they were never born because they have bounced around different homes and cannot believe that they will ever have a family whom they can live with and love forever.,https://cdn.vocabulary.com/units/oyhdpok5/cover.png?width=220&v=189adbeff8f,https://www.amazon.com/dp/0062385690?tag=vocabulary01-20,Caela Carter,Literature,/lists/oyhdpok5/forever-or-a-long-long-time,1093
Rosa Parks: My Story,,"In this autobiography, the author shares how a sickly child grew up to become a public symbol and activist for civil rights.",https://cdn.vocabulary.com/units/oyxi6mwr/cover.png?width=220&v=18b722023b7,https://www.amazon.com/dp/0141301201?tag=vocabulary01-20,Rosa Parks,Literature,/lists/oyxi6mwr/rosa-parks-my-story,1094
Betty Before X,,"This novel is a fictionalized account of the childhood of Dr. Betty Shabazz, the civil rights activist and wife of Malcolm X.",https://cdn.vocabulary.com/units/ozcsmuhi/cover.jpeg?width=220&v=16c256a5108,https://www.amazon.com/dp/0374306109?tag=vocabulary01-20,Ilyasah Shabazz,"Grade 6,Grade 7,Grade 8,Literature",/lists/ozcsmuhi/betty-before-x,1095
Maniac Magee,,"An orphan runs away from his guardians to search for a real home. On his journey, he performs feats of athleticism and confronts racial prejudice.",https://cdn.vocabulary.com/units/p3xg2wzr/cover.jpeg?width=220&v=16d06c43a87,https://www.amazon.com/dp/0316809063?tag=vocabulary01-20,Jerry Spinelli,"Grade 5,Literature",/lists/p3xg2wzr/maniac-magee,1096
The Wind in the Willows,,"Kenneth Grahame's classic novel recounts the adventures of four woodland friends: Mole, Rat, Badger, and the irrepressible Mr. Toad. Read the full text  here.",https://cdn.vocabulary.com/units/p4553zin/cover.jpeg?width=220&v=16db648b4f0,https://www.amazon.com/dp/1840227826?tag=vocabulary01-20,Kenneth Grahame,"Grade 6,Grade 7,Grade 8,Literature,Just for Fun",/lists/p4553zin/wind-in-the-willows,1097
Taking Flight,From War Orphan to Star Ballerina,"In this memoir, ballet dancer Michaela DePrince recounts her difficult childhood in Sierra Leone, her adoption by an American family, and her success as a ballerina.",https://cdn.vocabulary.com/units/p4aym64o/cover.jpeg?width=220&v=16c24feaa64,https://www.amazon.com/dp/0385755147?tag=vocabulary01-20,Michaela DePrince,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/p4aym64o/taking-flight,1098
Elf Dog and Owl Head,,"With a virus shutting down most of his world aboveground, young Clay O'Brian decides to play in the woods, where he meets an elf-hound that belongs to the People Under the Mountain and an owl-head boy who lives in a hidden village.",https://cdn.vocabulary.com/units/p4jwgtsk/cover.png?width=220&v=18f06cbc4d7,https://www.amazon.com/dp/153622281X?tag=vocabulary01-20,M.T. Anderson,Literature,/lists/p4jwgtsk/elf-dog-and-owl-head,1099
The Wreckers,,A young sailor washes up on the shore of a remote island where the people pray for shipwrecks and scavenge the wreckage.,https://cdn.vocabulary.com/units/p5k3nrpf/cover.jpeg?width=220&v=17ae867a2d9,https://www.amazon.com/dp/0440415454?tag=vocabulary01-20,Iain Lawrence,Literature,/lists/p5k3nrpf/wreckers,1100
Shouting at the Rain,,"Growing up on Cape Cod, Delsie tries to weather stormy relationships with friends and family.",https://cdn.vocabulary.com/units/p5lm6skq/cover.jpeg?width=220&v=16d8ce18b5a,https://www.amazon.com/dp/0399175156?tag=vocabulary01-20,Lynda Mullaly Hunt,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/p5lm6skq/shouting-at-the-rain,1101
Ripped from the Headlines: September 2020,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/p5pclvrh/feature.png?width=500&v=174e95a260e,,,Events,/lists/p5pclvrh/ripped-from-the-headlines-september-2020,1102
The Strange Case of Dr. Jekyll and Mr. Hyde,,"When a respected doctor performs a dangerous experiment on himself, he empowers an evil alter ego who wreaks havoc on London. Read the full text here.",https://cdn.vocabulary.com/units/p6iojezr/cover.jpeg?width=220&v=182a1a7377c,https://www.amazon.com/dp/0141439734?tag=vocabulary01-20,Robert Louis Stevenson,Literature,/lists/p6iojezr/strange-case-of-dr-jekyll-and-mr-hyde,1103
Academy Awards,,The Academy Awards have been presented every year since 1929. Although some changes have occurred since then – the venue and award categories – the art deco Oscar statue has remained virtually the same. Celebrate this collection of essential terms necessary for any viewer to enjoy the famous ceremony.,https://cdn.vocabulary.com/units/p6p5xvfn/feature.png?width=500&v=194f160eaa1,,,Just for Fun,/lists/p6p5xvfn/academy-awards,1104
Promise Boys,,"Washington, D.C.'s Urban Promise Prep was founded to provide a brighter future for boys who struggle in regular school, but it becomes a crime scene when the principal is murdered.",https://cdn.vocabulary.com/units/p6trcyvh/cover.png?width=220&v=18d617ad569,https://www.amazon.com/dp/1250866979?tag=vocabulary01-20,Nick Brooks,Literature,/lists/p6trcyvh/promise-boys,1105
Where the Red Fern Grows,,"Billy saves enough money to buy two pups, Old Dan and Little Ann. Together they become one of the best hunting teams in the Ozarks—and devoted friends as well. But when the unthinkable happens, Billy must learn how to nurture hope in a time of tragedy.",https://cdn.vocabulary.com/units/p7doocne/cover.jpeg?width=220&v=16c301401ca,https://www.amazon.com/dp/0399551239?tag=vocabulary01-20,Wilson Rawls,"Grade 5,Grade 6,Grade 7,Grade 8,Just for Fun",/lists/p7doocne/where-the-red-fern-grows,1106
Firekeeper's Daughter,,"After witnessing a murder, an Ojibwe teenager agrees to work undercover for the FBI.",https://cdn.vocabulary.com/units/p7gfxdpd/cover.jpeg?width=220&v=17a0b545d20,https://www.amazon.com/dp/1250766567?tag=vocabulary01-20,Angeline Boulley,Literature,/lists/p7gfxdpd/firekeepers-daughter,1107
No Vacancy,,"To help save her family's failing motel, eleven-year old Miriam and her friend Kate invent a miraculous story to lure in new customers.",https://cdn.vocabulary.com/units/paxdknv3/cover.jpeg?width=220&v=17f88afece3,https://www.amazon.com/dp/1773068490?tag=vocabulary01-20,Tziporah Cohen,Literature,/lists/paxdknv3/no-vacancy,1108
The Left Hand of Darkness,,"In Ursula Le Guin's classic science fiction novel, a human emissary travels to Winter, an alien world with a culture very different from his own.",https://cdn.vocabulary.com/units/pbfeghjb/cover.jpeg?width=220&v=16f1f9bcc2b,https://www.amazon.com/dp/0441007317?tag=vocabulary01-20,Ursula K. Le Guin,Literature,/lists/pbfeghjb/left-hand-of-darkness,1109
Coraline,,"In this dark and creepy novel, a young girl finds a door to another world that is strangely like her own — but filled with danger.",https://cdn.vocabulary.com/units/pbs3q2ja/cover.jpeg?width=220&v=16c3014c009,https://www.amazon.com/dp/0380977788?tag=vocabulary01-20,Neil Gaiman,"Grade 5,Grade 6,Literature",/lists/pbs3q2ja/coraline,1110
Middle School: The Worst Years of My Life,,Rafe Khatchadorian and his friend Leonardo come up with a game in which they earn points for breaking middle school rules. But a school bully discovers their journal full of the game's details and threatens to turn them in.,https://cdn.vocabulary.com/units/pddjo2cs/cover.jpeg?width=220&v=16ef6d5103c,https://www.amazon.com/dp/0316101699?tag=vocabulary01-20,James Patterson,"Grade 6,Grade 7,Grade 8,Literature",/lists/pddjo2cs/middle-school-the-worst-years-of-my-life,1111
Fablehaven,,"When Kendra and Seth visit their grandparents, they learn that their grandfather is the caretaker for Fablehaven, a sanctuary for magical creatures.",https://cdn.vocabulary.com/units/pdgt2mzn/cover.jpeg?width=220&v=16c2ff7ed42,https://www.amazon.com/dp/1416947205?tag=vocabulary01-20,Brandon Mull,Literature,/lists/pdgt2mzn/fablehaven,1112
Into the Wild,,"Nonfiction writer Jon Krakauer retraces the steps of Christopher McCandless, a young man who gave up his material possessions and met a tragic end in the wilds of Alaska.",https://cdn.vocabulary.com/units/pdmd4lr3/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0385486804?tag=vocabulary01-20,Jon Krakauer,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/pdmd4lr3/into-the-wild,1113
Death Mountain,,"On a hike in the Sierra Nevada Mountains, thirteen-year-old Erin Rowe makes a new friend when they both get lost and must rely on each other to survive.",https://cdn.vocabulary.com/units/pdvbla2h/cover.png?width=220&v=18806f6666c,https://www.amazon.com/dp/1561454281?tag=vocabulary01-20,Sherry Shahan,"Grade 6,Grade 7,Grade 8",/lists/pdvbla2h/death-mountain,1114
Commonly Misspelled Words,,"""I before E except after C."" It's weird how often spelling rules like that don't work in English!


 Instead of spending countless hours learning a ton of spelling rules and hundreds of exceptions, choose the Spelling Bee activity to brush up on these commonly misspelled English words. It's an ingenious way for you to become a spelling genius!",https://cdn.vocabulary.com/units/pe2tok6c/feature.png?width=500&v=1912ddd1f9b,,,Just for Fun,/lists/pe2tok6c/commonly-misspelled-words,1115
Eight Nights of Flirting,,"During a Hanukkah vacation on the island of Nantucket, sixteen-year-old Shira Barbanel makes a deal with Tyler Nelson to give her flirting lessons in exchange for an introduction to her media executive great-uncle.",https://cdn.vocabulary.com/units/pezljm4o/cover.png?width=220&v=1887cbad3a0,https://www.amazon.com/dp/059334975X?tag=vocabulary01-20,Hannah Reynolds,Literature,/lists/pezljm4o/eight-nights-of-flirting,1116
The Westing Game,,"Where there's a will, there's a motive to solve a murder. When eccentric millionaire Sam Westing dies, he leaves instructions for sixteen people to come to the reading of his will. With a fortune on the line, Westing's death becomes a puzzle they'll race to solve.",https://cdn.vocabulary.com/units/pfe3hx25/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/014240120X?tag=vocabulary01-20,Ellen Raskin,"Grade 6,Grade 7,Grade 8",/lists/pfe3hx25/westing-game,1117
Six Crimson Cranes,,A princess must use her magical abilities to free her brothers from a curse.,https://cdn.vocabulary.com/units/pfn36hb4/cover.jpeg?width=220&v=17be0145a35,https://www.amazon.com/dp/0593300912?tag=vocabulary01-20,Elizabeth Lim,Literature,/lists/pfn36hb4/six-crimson-cranes,1118
Amal Unbound,,"In this novel, a Pakistani girl is forced to work as a servant on the estate of a corrupt businessman.",https://cdn.vocabulary.com/units/pg2gy7pb/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0399544682?tag=vocabulary01-20,Aisha Saeed,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/pg2gy7pb/amal-unbound,1119
City of the Plague God,,Thirteen-year-old Sikander Aziz must join forces with the legendary hero Gilgamesh to stop an ancient god from destroying New York City.,https://cdn.vocabulary.com/units/pgsgvpzm/cover.jpeg?width=220&v=180d364d47d,https://www.amazon.com/dp/1368067328?tag=vocabulary01-20,Sarwat Chadda,"Grade 5,Literature",/lists/pgsgvpzm/city-of-the-plague-god,1120
