word,part_of_speech,meaning,example,example_meaning,definition,ID
stubble,noun,gốc rạ,He says that he was born from the stubble ; his childhood grew up around the village fields.,"Ông bảo ông được sinh ra từ gốc rạ , tuổi thơ của ông lớn lên cùng bàn chân đất lấm lem dọc ngang khắp các cánh đồng làng.",(countable and uncountable) the short stalks left in a field after crops have been harvested.,868
savor,verb,savour,I hold it and savor it.,"Ta giữ nó, thưởng thức mùi hương của nó.",the specific taste or smell of something,870
hogwash,noun,chuyện nhảm nhí,Hogwash .,Hogwarts .,(slang) foolish talk or writing; nonsense.,871
libation,noun,sự rảy ra,""" Libation ,",""" Rượu Kính ""","The act of pouring a liquid or liquor, usually wine, either on the ground or on a victim in sacrifice, in honor of some deity.",872
inhumane,adjective,bất nhân,"Not surprisingly, Seneca admits that he returned home “more cruel and inhuman .”",Thật dễ hiểu khi Seneca thú nhận rằng ông trở về nhà “tàn ác và bất nhân hơn”.,"lacking pity or compassion for misery and suffering; cruel, unkind, not humane.",873
deception,noun,lừa dối,"I'm sorry for my deception , but it was necessary to protect myself.","Xin thứ lỗi vì sự lừa dối , nhưng tôi cần tự bảo vệ mình.",An instance of actions and/or schemes fabricated to mislead and/or delude someone into errantly believing a lie or inaccuracy.,874
tackle,noun,dụng cụ,"19 And on the third day, they threw away the tackling of the ship with their own hands.","19 Ngày thứ ba, họ tự tay quăng dụng cụ của thuyền xuống biển.",(nautical) A system of ropes and blocks used to increase the force applied to the free end of the rope.,875
drone,verb,nói giọng đều đều,Merely a drone .,Chỉ đơn thuần là những con ong .,"A male bee or wasp, which does not work but can fertilise the queen.",876
barge,noun,sà lan,We're gonna bring the barge right under you.,Chúng tôi sẽ mang sà lan đến cứu ngay.,A large flat-bottomed towed or self-propelled boat used mainly for river and canal transport of heavy goods or bulk cargo,877
mischief,noun,điều ác,He pinches his lips together as he carries out mischief .,Bặm môi lại thực hiện điều ác .,Harm or evil caused by an agent or brought about by a particular cause.,878
oblivious,adjective,quên,"We know that they are subject to temptation, but they seem oblivious to it.","Chúng ta biết rằng họ hay bị cám dỗ, nhưng dường như họ lãng quên điều đó.",(usually with to or of) Lacking awareness; unmindful.,879
catcall,verb,tiếng huýt sáo,The chairman there answering the catcalls of the Derby crowd.,Ngài chủ tịch đang đáp lại những tiếng huýt sáo từ đám đông CĐV.,"A shout or whistle expressing dislike, especially from a crowd or audience; a jeer, a boo.",880
sappy,adjective,bụ,Some sappy love story.,Một chuyện tình ngớ ngẩn nào đó.,"(US) Excessively sweet, emotional, nostalgic; cheesy; mushy. (British equivalent: soppy)",881
ricochet,verb,bắn thia lia,Maybe it was ricochet .,Chắc là đạn nẩy đấy.,(military) A method of firing a projectile so that it skips along a surface.,882
slog,verb,đi ì ạch,He slogged it on foot.,Anh ta đã đến được đây.,"(chiefly UK and Canada) A long, tedious walk, or session of work.",883
uppity,adjective,trịch thượng,That's what you get for acting uppity .,Đó là điều bà nhận được vì hành động trịch thượng .,"Presumptuous, above oneself, self-important.",884
subpoena,verb,đòi,"Hey, I got the subpoenas .","Hey, tôi mang tới những cái trát đòi hầu tòa.",(law) A writ requiring someone to appear in court to give testimony.,885
agitator,noun,máy khuấy,He was agitated .,Anh ấy bị kích động .,"One who agitates; one who stirs up or excites others; as, political reformers and agitators.",886
gall,noun,mật,He pours out my gall on the earth.,Đổ mật tôi ra trên đất.,"(anatomy, obsolete, uncountable) Bile, especially that of an animal; the greenish, profoundly bitter-tasting fluid found in bile ducts and gall bladders, structures associated with the liver.",887
indict,verb,buộc tội,Probably some major federal indictment of somebody who majorly does not wanna get indicted .,Hầu như những bảng cáo trạng của cảnh sát liên bang của một ai đó bị buộc tội .,To accuse of wrongdoing; charge.,888
plead,verb,biện hộ,"All right, I say Chama goes to jail, pleads his case.","Được rồi, tôi nói Chama vô tù, biện hộ cho vụ án của hắn.","To beg, beseech, or implore.",889
obliged,adjective,bắt buộc,I could have obliged the Signoria and had you thrown out.,Ta có thể bắt buộc các lãnh địa và em đã ném ra ngoài.,Under an obligation to do something for someone.,890
conscience,noun,lương tâm,Guilt has compelled you to sacrifice your heart to your conscience .,Tội lỗi đã buộc anh hy sinh con tim mình cho lương tâm anh.,"The moral sense of right and wrong, chiefly as it affects one's own behaviour; inwit.",891
credentials,noun,giấy uỷ nhiệm,These are my credentials .,Giấy chứng nhận đây.,"Plural form of credential.: Documentary evidence of someone's right to credit or authority, especially such a document given to an ambassador by a country.",892
hostile,adjective,thù địch,I didn't realize hostile takeovers were filled with so much hostility .,Tôi đã không nhận ra việc thâu tóm công ty lại tràn ngập sự thù địch đến vậy.,"An enemy; esp., an American Indian in arms against the whites; -- commonly in the plural.",893
attorney,noun,luật sư,"He says if you don't represent him, he doesn't want any attorney .",Nó nói nếu con không đại diện nó thì nó cũng chẳng muốn luật sư nào khác nữa.,"(law) In the United States, a lawyer; one who advises or represents others in legal matters as a profession.",894
impartial,adjective,vô tư,"Others have written about them, though not always impartially .","Người khác đã viết về họ, thường không được vô tư .","Treating all parties, rivals, or disputants equally; not partial; not biased; fair.",895
bailiff,noun,quan khâm sai,You were a bailiff in Bing County,Ngươi là quan khâm sai ở Bình Châu,"(law) A legal officer to whom some degree of authority, care or jurisdiction is committed.",896
prospective,noun,tương lai,This race could determine which chick has the better prospects .,Cuộc đua này có thể xác định con chim nào sẽ có tương lai tốt hơn.,Likely or expected to happen or become.,897
recess,verb,ngách,"In the recesses of the cliff,","Trong ngóc ngách của vách đá,","(countable or uncountable) A break, pause or vacation.",898
foyer,noun,phòng chờ,Master Drumm is in the foyer .,Drumm Đại sư ở phòng chờ .,"A lobby, corridor, or waiting room, used in a hotel, theater, etc.",899
summary,adjective,giản lược,and we reduced it down to a little summary .,và giản lược nó thành 1 bản tóm tắt.,An abstract or a condensed presentation of the substance of a body of material.,900
court-martial,verb,tòa án quân sự,"Please, save your strength for your court martial .",Xin hãy dưỡng sức để còn ra tòa án quân sự .,(law) (military) A military court of law.,901
implicate,verb,ngụ ý,Think for a moment about the implication of those words.,Hãy nghĩ xem những lời này ngụ ý gì.,To connect or involve in an unfavorable or criminal way with something.,902
calculating,adjective,tính toán,You didn't calculate we'd be losing buckets of air before.,Cậu không tính toán được chúng ta đang mất không khí.,Which has the ability to calculate.,903
verdict,noun,lời phán quyết,The verdict in the Aghani-Heaney case is expected today.,Lời phán quyết trong vụ Aghani-Heaney sẽ đưa ra trong hôm nay,(law) A decision on an issue of fact in a civil or criminal case or an inquest.,904
foreman,noun,đốc công,"Yes, a foreman isn't used to such frugal living.","Phải, một đốc công không quen với cuộc sống thanh đạm vậy đâu.",(management) The leader of a work crew.,905
acquit,verb,tha bổng,"Out of ten crimes of passion, they acquit eight of them.","Trong mười tội phạm vì bị kích động, có tám tội được tha bổng .","(archaic) Past participle ofacquit, set free, rid of.",906
thorough,adjective,hoàn toàn,"However, had he allowed Jehovah’s discipline to work a thorough change in him?","Dù vậy, sau khi bị Đức Giê-hô-va sửa phạt, ông có hoàn toàn thay đổi thái độ của mình không?",painstaking and careful not to miss or omit any detail,907
reliability,noun,sự đáng tin cậy,"Matching the reliability , base load is actually irrelevant.",Khi khớp với sự đáng tin cậy thì phụ tải cơ bản thì không quan trọng lắm.,"The quality of being reliable, dependable, or trustworthy.",908
entitled,adjective,bố đời,We're entitled to a phone call.,chúng tôi được quyền gọi điện thoại.,Simple past tense and past participle of entitle.,909
anxious,adjective,khắc khoải,"Naturally, he was anxious to know its meaning.","Hiển nhiên, ông khắc khoải muốn biết ý nghĩa của giấc chiêm bao đó.","Full of anxiety or disquietude; greatly concerned or solicitous, especially respecting something future or unknown; being in painful suspense;—applied to persons; as, anxious for the issue of a battle.",910
shackle,verb,xích lại,"Between the sitting and the shackles , a body gets a little stiff.","Vừa bị bắt phải ngồi rồi xích lại , cả người cũng bị tê hết.","A restraint fit over a human or animal appendage, such as a wrist, ankle or finger. Usually used in plural, to indicate a pair joined by a chain.",911
stifling,adjective,ngột ngạt,At first the silence may be stifling ; an awkward sense of loss may ensue.,"Thoạt tiên, sự im lặng có thể ngột ngạt , đưa đến một cảm giác vụng về mất mát.",Describing something that stifles.,912
moor,noun,đồng hoang,The moors are also within 20 minutes driving time from central Middlesbrough and Scarborough.,Vùng đồng hoang cách trung tâm Middlesbrough và Scarborough 20 phút lái xe.,"an extensive waste covered with patches of heath, and having a poor, light soil, but sometimes marshy, and abounding in peat; a heath",913
